file,family,rev_label,status,batch,batch_date,batch_label,note
SEL-PROC-001_RevB.docx,sel-proc-001,Rev B,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL-PROC-001_RevB.docx,sel-proc-001,Rev B,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
SEL-PROC-001_RevA.docx,sel-proc-001,Rev A,SUPERSEDED,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,
SEL-PROC-PKT-001_RevB.docx,sel-proc-pkt-001,Rev B,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL-PROC-PKT-001_RevB.docx,sel-proc-pkt-001,Rev B,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
SEL-PROC-PKT-001_RevB__1_.docx,sel-proc-pkt-001,Rev B,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
SEL-PROC-PKT-001_RevA.docx,sel-proc-pkt-001,Rev A,SUPERSEDED,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,
SEL-REAGENT-001_RevA.docx,sel-reagent-001,Rev A,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL-SW-MOLEI-001_RevD.docx,sel-sw-molei-001,Rev D,AUTHORITATIVE,B10,2026-03-10,10th march,family winner
SEL-SW-MOLEI-001_RevB.docx,sel-sw-molei-001,Rev B,SUPERSEDED,B11,2026-03-09,9th march,
SEL-SW-MOLEI-001_RevA.docx,sel-sw-molei-001,Rev A,SUPERSEDED,B13,2026-03-08,8th march,
SEL-SW-SENTINEL-001_RevB.docx,sel-sw-sentinel-001,Rev B,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL-SW-SENTINEL-001_RevA.docx,sel-sw-sentinel-001,Rev A,SUPERSEDED,B02,2026-03-11,11th march batch 1,
updated_SEL-SW-SENTINEL-001_ECN014.docx,sel-sw-sentinel-001_ecn,ECN-014+,AMENDMENT,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,folded into the parent family's later revision
SEL-SW-SENTINEL-001_ECN014.docx,sel-sw-sentinel-001_ecn,ECN-014,AMENDMENT,B02,2026-03-11,11th march batch 1,folded into the parent family's later revision
SEL-SW-SUB-001_RevC.docx,sel-sw-sub-001,Rev C,AUTHORITATIVE,B10,2026-03-10,10th march,family winner
SEL-SW-SUB-001_RevA.docx,sel-sw-sub-001,Rev A,SUPERSEDED,B11,2026-03-09,9th march,
SEL-T1_1-STRATEGY-v3_1.md,sel-t1_1-strategy,v3.1,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL-T1_1-STRATEGY-v3_0.docx,sel-t1_1-strategy,v3.0,SUPERSEDED,B08,2026-04-04,4th april batch 2,
updated_SEL-T1_1-STRATEGY-v2_6.docx,sel-t1_1-strategy,v2.6+,SUPERSEDED,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,
SEL-T1_1-STRATEGY-v2_6.docx,sel-t1_1-strategy,v2.6,DUPLICATE,B02,2026-03-11,11th march batch 1,same file uploaded again
SEL-T1_1-STRATEGY-v2_6.docx,sel-t1_1-strategy,v2.6,DUPLICATE,B10,2026-03-10,10th march,same file uploaded again
SEL-T1_1-STRATEGY-v2_6.docx,sel-t1_1-strategy,v2.6,SUPERSEDED,B24,2026-03-15,march (day unknown),
SEL-T1_1-STRATEGY-v2_5.docx,sel-t1_1-strategy,v2.5,SUPERSEDED,B11,2026-03-09,9th march,
SEL-T1_1-STRATEGY-v2_4.docx,sel-t1_1-strategy,v2.4,SUPERSEDED,B12,2026-03-09,main folder (9th march unless noted),
SEL-T1_1-STRATEGY-v2_3.docx,sel-t1_1-strategy,v2.3,SUPERSEDED,B13,2026-03-08,8th march,
strat_doc_v2_3.docx,sel-t1_1-strategy,v2.3,SUPERSEDED,B24,2026-03-15,march (day unknown),
strat_doc_v2_3__1_.docx,sel-t1_1-strategy,v2.3,DUPLICATE,B24,2026-03-15,march (day unknown),same file uploaded again
strat_doc_v2_1.docx,sel-t1_1-strategy,v2.1,SUPERSEDED,B15,2026-03-05,5th march (value chain v7 = 6th),
SEL_ARM_DESIGN_RevA_updated.docx,sel_arm_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_ARM_DESIGN_RevA.docx,sel_arm_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_DART_DESIGN_RevA_updated.docx,sel_dart_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_DART_DESIGN_RevA.docx,sel_dart_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_EVA_CONTINGENCY_CORRECTED.docx,sel_eva_contingency,-+,AUTHORITATIVE,B24,2026-03-15,march (day unknown),family winner
SEL_FINAL_REPORT_v4.docx,sel_final_report,v4,AUTHORITATIVE,B12,2026-03-09,main folder (9th march unless noted),family winner
SEL_HARVEST_DESIGN_RevA_updated.docx,sel_harvest_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_HARVEST_DESIGN_RevA.docx,sel_harvest_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_MOLEI_DESIGN_v5.docx,sel_molei_design,v5,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_MOLEI_DESIGN_v5.docx,sel_molei_design,v5,DUPLICATE,B03,2026-03-11,11th march batch 2,same file uploaded again
SEL_MOLEI_DESIGN_v5.docx,sel_molei_design,v5,DUPLICATE,B10,2026-03-10,10th march,same file uploaded again
SEL_MOLEI_DESIGN_v3.docx,sel_molei_design,v3,SUPERSEDED,B11,2026-03-09,9th march,
SEL_MOLEI_DESIGN_v1.docx,sel_molei_design,v1,SUPERSEDED,B13,2026-03-08,8th march,
SEL_MOLES_DESIGN_RevA_updated.docx,sel_moles_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_MOLES_DESIGN_RevA.docx,sel_moles_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_PROBE_DESIGN_RevB.docx,sel_probe_design,Rev B,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_PROBE_DESIGN_RevA_updated.docx,sel_probe_design,Rev A+,SUPERSEDED,B01,2026-04-12,april 12th folder,
SEL_PROBE_DESIGN_RevA_updated.docx,sel_probe_design,Rev A+,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
SEL_PROBE_DESIGN_RevA.docx,sel_probe_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_ROBOT_FLEET_v9-1.docx,sel_robot_fleet,v9.1,HISTORICAL,B22,2026-04-05,"downloads, early april","F2 diff 14 Sep 2026: internally v9.0, created 15 min before v9.docx, no ECN-020; earlier draft, not a revision above v9"
SEL_ROBOT_FLEET_v9.docx,sel_robot_fleet,v9,SUPERSEDED,B01,2026-04-12,april 12th folder,F2: intermediate v9.0 draft (no ECN-020; ~280 t YBCO); superseded by v9.md
SEL_ROBOT_FLEET_v9.docx,sel_robot_fleet,v9,DUPLICATE,B08,2026-04-04,4th april batch 2,same file uploaded again
SEL_ROBOT_FLEET_v9.md,sel_robot_fleet,v9,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner (F2 resolved by diff 14 Sep 2026: only copy carrying ECN-020 s.16)
SEL_ROBOT_FLEET_v8.docx,sel_robot_fleet,v8,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_ROBOT_FLEET_v8.docx,sel_robot_fleet,v8,DUPLICATE,B10,2026-03-10,10th march,same file uploaded again
SEL_ROBOT_FLEET_v6.docx,sel_robot_fleet,v6,SUPERSEDED,B11,2026-03-09,9th march,
SEL_ROBOT_FLEET_v5.docx,sel_robot_fleet,v5,SUPERSEDED,B12,2026-03-09,main folder (9th march unless noted),
SEL_ROBOT_FLEET_v4.docx,sel_robot_fleet,v4,SUPERSEDED,B13,2026-03-08,8th march,
SEL_ROBOT_FLEET_v3_2.docx,sel_robot_fleet,v3.2,SUPERSEDED,B24,2026-03-15,march (day unknown),
SEL_ROBOT_FLEET_v3_1.docx,sel_robot_fleet,v3.1,SUPERSEDED,B14,2026-03-07,7th march,
SEL_ROBOT_FLEET_v2_7.docx,sel_robot_fleet,v2.7,SUPERSEDED,B24,2026-03-15,march (day unknown),
SEL_ROBOT_FLEET_v2_6.docx,sel_robot_fleet,v2.6,SUPERSEDED,B15,2026-03-05,5th march (value chain v7 = 6th),
SEL_ROBOT_FLEET_v2_2.docx,sel_robot_fleet,v2.2,SUPERSEDED,B16,2026-03-03,3rd march (audit = 4th),
SEL_ROBOT_FLEET_v2_1.docx,sel_robot_fleet,v2.1,SUPERSEDED,B17,2026-03-01,1st march,
SEL_ROBOT_FLEET_ECN019.docx,sel_robot_fleet_ecn,ECN-019,AMENDMENT,B22,2026-04-05,"downloads, early april",folded into the parent family's later revision
SEL_ROBOT_FLEET_ECN016.docx,sel_robot_fleet_ecn,ECN-016,AMENDMENT,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,folded into the parent family's later revision
SEL_SENTINEL_DESIGN_RevB.docx,sel_sentinel_design,Rev B,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_SENTINEL_DESIGN_RevA_updated.docx,sel_sentinel_design,Rev A+,SUPERSEDED,B01,2026-04-12,april 12th folder,
SEL_SENTINEL_DESIGN_RevA_updated.docx,sel_sentinel_design,Rev A+,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
SEL_SENTINEL_DESIGN_RevA.docx,sel_sentinel_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_SINTER_DESIGN_RevA_updated.docx,sel_sinter_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_SINTER_DESIGN_RevA.docx,sel_sinter_design,Rev A,DUPLICATE,B03,2026-03-11,11th march batch 2,same file uploaded again
SEL_SINTER_DESIGN_RevA.docx,sel_sinter_design,Rev A,SUPERSEDED,B24,2026-03-15,march (day unknown),
SEL_SKIP_DESIGN_RevA_updated.docx,sel_skip_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_SKIP_DESIGN_RevA.docx,sel_skip_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_SUBSTATION_DESIGN_v4.docx,sel_substation_design,v4,AUTHORITATIVE,B10,2026-03-10,10th march,family winner
SEL_SUBSTATION_DESIGN_v2.docx,sel_substation_design,v2,SUPERSEDED,B11,2026-03-09,9th march,
SEL_SUBSTATION_DESIGN_v1.docx,sel_substation_design,v1,SUPERSEDED,B13,2026-03-08,8th march,
SEL_SUBSTATION_SOLIDWORKS_GUIDE.md,sel_substation_solidworks_guide,-,AUTHORITATIVE,B10,2026-03-10,10th march,family winner
SEL_SURVEY_DESIGN_RevA_updated.docx,sel_survey_design,Rev A+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SEL_SURVEY_DESIGN_RevA.docx,sel_survey_design,Rev A,SUPERSEDED,B03,2026-03-11,11th march batch 2,
SEL_TECHREF_v1.docx,sel_techref,v1,REFERENCE,B25,2026-03-01,early march and before,"team/course research or audit — informs, not authoritative"
SEL_Verification_Audit_v1.docx,sel_verification_audit,v1,REFERENCE,B25,2026-03-01,early march and before,"team/course research or audit — informs, not authoritative"
selenite_8x8x8_v4.html,selenite_8x8x8,v4,DUPLICATE,B16,2026-03-03,3rd march (audit = 4th),same file uploaded again
selenite_8x8x8_v4.html,selenite_8x8x8,v4,AUTHORITATIVE,B24,2026-03-15,march (day unknown),family winner
SELENITE_AUDIT_RESOLVE.m,selenite_audit_resolve,-,AUTHORITATIVE,B04,2026-03-11,11th march batch 3,family winner
selenite_autonomous_ops_framework.html,selenite_autonomous_ops_framework,-,AUTHORITATIVE,B09,2026-03-23,w5 folder,family winner
Selenite_Base_Floor_Plan_v2_1.pdf,selenite_base_floor_plan,v2.1,AUTHORITATIVE,B21,2026-04-20,"downloads, mid-late april",family winner
selenite_brief04_automation.html,selenite_brief04_automation,-,OUT_OF_SCOPE,B19,2026-02-22,20-23 feb (concept/pitch),course/pitch/legal context
selenite_briefing_scene_v2.md,selenite_briefing_scene,v2,EXCLUDED,B22,2026-04-05,"downloads, early april",novel material — never enters the repo
SELENITE_CROSS_DOC_AUDIT.docx,selenite_cross_doc_audit,-,REFERENCE,B02,2026-03-11,11th march batch 1,"team/course research or audit — informs, not authoritative"
SELENITE_DECISION_FRAMEWORK_v4.md,selenite_decision_framework,v4,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
SELENITE_DECISION_FRAMEWORK_v4.md,selenite_decision_framework,v4,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
SELENITE_DECISION_FRAMEWORK_v3.md,selenite_decision_framework,v3,SUPERSEDED,B07,2026-04-04,4th april batch 1,
SELENITE_DECISION_FRAMEWORK_v2.md,selenite_decision_framework,v2,SUPERSEDED,B23,2026-04-01,late march / early april,
selenite_deliverables.txt,selenite_deliverables,-,OUT_OF_SCOPE,B19,2026-02-22,20-23 feb (concept/pitch),course/pitch/legal context
selenite_delivery_plan.html,selenite_delivery_plan,-,OUT_OF_SCOPE,B25,2026-03-01,early march and before,course/pitch/legal context
selenite_design_briefs.html,selenite_design_briefs,-,OUT_OF_SCOPE,B19,2026-02-22,20-23 feb (concept/pitch),course/pitch/legal context
SELENITE_DOC_UPDATE_SESSION_PROMPTS.md,selenite_doc_update_session_prompts,-,DUPLICATE,B07,2026-04-04,4th april batch 1,same file uploaded again
SELENITE_DOC_UPDATE_SESSION_PROMPTS.md,selenite_doc_update_session_prompts,-,DUPLICATE,B23,2026-04-01,late march / early april,same file uploaded again
SELENITE_DOC_UPDATE_SESSION_PROMPTS__1_.md,selenite_doc_update_session_prompts,-,REFERENCE,B22,2026-04-05,"downloads, early april","team/course research or audit — informs, not authoritative"
SELENITE_DOCUMENT_INVENTORY.md,selenite_document_inventory,-,REFERENCE,B07,2026-04-04,4th april batch 1,"team/course research or audit — informs, not authoritative"
selenite_eclss_circularity.html,selenite_eclss_circularity,-,AUTHORITATIVE,B21,2026-04-20,"downloads, mid-late april",family winner
SELENITE_ECON_V1_4.m,selenite_econ,v1.4,AUTHORITATIVE,B08,2026-04-04,4th april batch 2,family winner
SELENITE_ECON_v1_4.m,selenite_econ,v1.4,AUTHORITATIVE,B23,2026-04-01,late march / early april,family winner
SELENITE_ECON_V1_3.m,selenite_econ,v1.3,HISTORICAL,B07,2026-04-04,4th april batch 1,kept for goldens/value tracing
SELENITE_ECON_v1_3.m,selenite_econ,v1.3,HISTORICAL,B23,2026-04-01,late march / early april,kept for goldens/value tracing
SELENITE_ECON_V1_2.m,selenite_econ,v1.2,HISTORICAL,B07,2026-04-04,4th april batch 1,kept for goldens/value tracing
SELENITE_ECON_V1_1.m,selenite_econ,v1.1,HISTORICAL,B07,2026-04-04,4th april batch 1,kept for goldens/value tracing
SELENITE_ECON_V1.m,selenite_econ,v1,HISTORICAL,B07,2026-04-04,4th april batch 1,kept for goldens/value tracing
SELENITE_ECON_v1_0.m,selenite_econ,v1.0,HISTORICAL,B07,2026-04-04,4th april batch 1,kept for goldens/value tracing
SELENITE_ECON_v1_1_costs.png,selenite_econ_v1_1_costs,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_1_environmental.png,selenite_econ_v1_1_environmental,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_1_overview.png,selenite_econ_v1_1_overview,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_1_sensitivity.png,selenite_econ_v1_1_sensitivity,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_2_cargo_breakdown.png,selenite_econ_v1_2_cargo_breakdown,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_2_environmental.png,selenite_econ_v1_2_environmental,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_2_infrastructure.png,selenite_econ_v1_2_infrastructure,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_2_overview.png,selenite_econ_v1_2_overview,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_3_cargo.png,selenite_econ_v1_3_cargo,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_3_environmental.png,selenite_econ_v1_3_environmental,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_3_net_benefit.png,selenite_econ_v1_3_net_benefit,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_3_overview.png,selenite_econ_v1_3_overview,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
SELENITE_ECON_v1_4_tornado.png,selenite_econ_v1_4_tornado,-,FIGURE,B08,2026-04-04,4th april batch 2,"rendered output, not a source"
selenite_extended_timeline_v3_revised.html,selenite_extended_timeline,v3+,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
selenite_extended_timeline_v3_revised.html,selenite_extended_timeline,v3+,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
selenite_extended_timeline_v3_revised__1_.html,selenite_extended_timeline,v3+,DUPLICATE,B22,2026-04-05,"downloads, early april",same file uploaded again
selenite_extended_timeline_v3.html,selenite_extended_timeline,v3,SUPERSEDED,B07,2026-04-04,4th april batch 1,
selenite_extended_timeline_v2.html,selenite_extended_timeline,v2,SUPERSEDED,B07,2026-04-04,4th april batch 1,
selenite_extended_timeline_v2.html,selenite_extended_timeline,v2,DUPLICATE,B23,2026-04-01,late march / early april,same file uploaded again
selenite_extended_timeline.html,selenite_extended_timeline,-,SUPERSEDED,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,
selenite_lh2_transport_v4.pdf,selenite_lh2_transport,v4,AUTHORITATIVE,B21,2026-04-20,"downloads, mid-late april",family winner
selenite_lh2_transport_v4__1_.pdf,selenite_lh2_transport,v4,DUPLICATE,B21,2026-04-20,"downloads, mid-late april",same file uploaded again
selenite_madm.html,selenite_madm,-,OUT_OF_SCOPE,B25,2026-03-01,early march and before,course/pitch/legal context
selenite_master_v2.html,selenite_master,v2,OUT_OF_SCOPE,B19,2026-02-22,20-23 feb (concept/pitch),course/pitch/legal context
selenite_master.html,selenite_master,-,OUT_OF_SCOPE,B19,2026-02-22,20-23 feb (concept/pitch),course/pitch/legal context
selenite_missing40.html,selenite_missing40,-,OUT_OF_SCOPE,B19,2026-02-22,20-23 feb (concept/pitch),course/pitch/legal context
Selenite_Programme__Engineering_Specifications_for_an_Autonomous_Lunar_Base.pdf,selenite_programme__engineering_specifications_for_an_autonomous_lunar_base,-,REFERENCE,B17,2026-03-01,1st march,"team/course research or audit — informs, not authoritative"
selenite_programme_overview.html,selenite_programme_overview,-,AUTHORITATIVE,B21,2026-04-20,"downloads, mid-late april",family winner
selenite_programme_scope.md,selenite_programme_scope,ECN-019 rewrite,AUTHORITATIVE,B01,2026-04-12,april 12th folder,family winner
selenite_programme_scope.md,selenite_programme_scope,pre-ECN-019,DUPLICATE,B09,2026-03-23,w5 folder,same file uploaded again
selenite_programme_scope.md,selenite_programme_scope,pre-ECN-019,DUPLICATE,B23,2026-04-01,late march / early april,same file uploaded again
selenite_programme_scope.md,selenite_programme_scope,pre-ECN-019,DUPLICATE,B26,2026-03-23,construction phasing subdir (dup),same file uploaded again
Selenite_Programme_Technical_Audit__23_Claims_Flagged_Across_10_Domains.pdf,selenite_programme_technical_audit__23_claims_flagged_across_10_domains,-,REFERENCE,B16,2026-03-03,3rd march (audit = 4th),"team/course research or audit — informs, not authoritative"
scaling_v1_3.m,selenite_scale,v1.3,AUTHORITATIVE,B04,2026-03-11,11th march batch 3,family winner
scaling_v1_2.m,selenite_scale,v1.2,HISTORICAL,B04,2026-03-11,11th march batch 3,kept for goldens/value tracing
scaling.m,selenite_scale,-,HISTORICAL,B04,2026-03-11,11th march batch 3,kept for goldens/value tracing
W4_T3_3_JS_Selenite_site_selection_v1.docx,selenite_site_selection,v1,AUTHORITATIVE,B20,2026-03-16,GIS site selection,family winner
W4_T3_3_JS_Selenite_site_selection_v1.png,selenite_site_selection,v1,FIGURE,B20,2026-03-16,GIS site selection,"rendered output, not a source"
selenite_timeline_condensed.html,selenite_timeline_condensed,-,AUTHORITATIVE,B21,2026-04-20,"downloads, mid-late april",family winner
selenite_timeline_condensed__1_.html,selenite_timeline_condensed,-,DUPLICATE,B21,2026-04-20,"downloads, mid-late april",same file uploaded again
selenite_value_chain_v16.html,selenite_value_chain,v16,AUTHORITATIVE,B01,2026-04-12,april 12th folder,"scope-split: v14.1=P0-P7, v15=P7-P12, v16=P13+"
selenite_value_chain_v15.html,selenite_value_chain,v15,AUTHORITATIVE,B01,2026-04-12,april 12th folder,"scope-split: v14.1=P0-P7, v15=P7-P12, v16=P13+"
selenite_value_chain_v14_1.html,selenite_value_chain,v14.1,AUTHORITATIVE,B01,2026-04-12,april 12th folder,"scope-split: v14.1=P0-P7, v15=P7-P12, v16=P13+"
selenite_value_chain_v14.html,selenite_value_chain,v14,SUPERSEDED,B04,2026-03-11,11th march batch 3,
selenite_value_chain_v14.html,selenite_value_chain,v14,DUPLICATE,B13,2026-03-08,8th march,same file uploaded again
selenite_value_chain_v13.html,selenite_value_chain,v13,SUPERSEDED,B13,2026-03-08,8th march,
selenite_value_chain_v7.html,selenite_value_chain,v7,SUPERSEDED,B15,2026-03-05,5th march (value chain v7 = 6th),
selenite_value_chain_v1_static.svg,selenite_value_chain_v1_static,-,FIGURE,B25,2026-03-01,early march and before,"rendered output, not a source"
SELENITE_VERIFY_v5.m,selenite_verify,v5,AUTHORITATIVE,B10,2026-03-10,10th march,family winner
SELENITE_VERIFY_v5_0.m,selenite_verify,v5.0,AUTHORITATIVE,B04,2026-03-11,11th march batch 3,family winner
SELENITE_VERIFY_v4_5.m,selenite_verify,v4.5,HISTORICAL,B11,2026-03-09,9th march,kept for goldens/value tracing
SELENITE_VERIFY_v4_5.m,selenite_verify,v4.5,DUPLICATE,B12,2026-03-09,main folder (9th march unless noted),same file uploaded again
SELENITE_VERIFY_v4_4.m,selenite_verify,v4.4,HISTORICAL,B12,2026-03-09,main folder (9th march unless noted),kept for goldens/value tracing
SELENITE_VERIFY_v4_3.m,selenite_verify,v4.3,HISTORICAL,B13,2026-03-08,8th march,kept for goldens/value tracing
SELENITE_VERIFY_v4_2.m,selenite_verify,v4.2,HISTORICAL,B13,2026-03-08,8th march,kept for goldens/value tracing
SELENITE_VERIFY_v4_1.m,selenite_verify,v4.1,HISTORICAL,B13,2026-03-08,8th march,kept for goldens/value tracing
SELENITE_VERIFY_v4.m,selenite_verify,v4,HISTORICAL,B13,2026-03-08,8th march,kept for goldens/value tracing
SELENITE_VERIFY_v3.m,selenite_verify,v3,HISTORICAL,B14,2026-03-07,7th march,kept for goldens/value tracing
SELENITE_VERIFY_v2.m,selenite_verify,v2,HISTORICAL,B15,2026-03-05,5th march (value chain v7 = 6th),kept for goldens/value tracing
SELENITE_VERIFY.m,selenite_verify,-,HISTORICAL,B16,2026-03-03,3rd march (audit = 4th),kept for goldens/value tracing
SELENITE_VISUALIZE_v3_3.m,selenite_visualize,v3.3,AUTHORITATIVE,B04,2026-03-11,11th march batch 3,family winner
SELENITE_VISUALIZE_v3_3.m,selenite_visualize,v3.3,DUPLICATE,B14,2026-03-07,7th march,same file uploaded again
SELENITE_VISUALIZE_v3_2.m,selenite_visualize,v3.2,HISTORICAL,B14,2026-03-07,7th march,kept for goldens/value tracing
SELENITE_VISUALIZE_v3.m,selenite_visualize,v3,HISTORICAL,B14,2026-03-07,7th march,kept for goldens/value tracing
selenite_water_loop.jpg,selenite_water_loop,-,FIGURE,B21,2026-04-20,"downloads, mid-late april","rendered output, not a source"
Studies_in_International_Space.pdf,studies_in_international_space,-,OUT_OF_SCOPE,B18,2026-02-28,28th feb,course/pitch/legal context
substation_3d_render.html,substation_3d_render,-,DUPLICATE,B11,2026-03-09,9th march,same file uploaded again
substation_3d_render.html,substation_3d_render,-,AUTHORITATIVE,B24,2026-03-15,march (day unknown),family winner
substation_design_v3.jsx,substation_design,v3,AUTHORITATIVE,B11,2026-03-09,9th march,family winner
substation_design.jsx,substation_design,-,SUPERSEDED,B14,2026-03-07,7th march,
T1_2_ITER_ISS_Governance_Summary.docx,t1_2_iter_iss_governance_summary,-,REFERENCE,B25,2026-03-01,early march and before,"team/course research or audit — informs, not authoritative"
The_bases_of_social_power.pdf,the_bases_of_social_power,-,OUT_OF_SCOPE,B23,2026-04-01,late march / early april,course/pitch/legal context
v2_demand_comp_by_phase.jpg,v2_demand_comp_by_phase,-,FIGURE,B15,2026-03-05,5th march (value chain v7 = 6th),"rendered output, not a source"
v2_molei_yield_sens.jpg,v2_molei_yield_sens,-,FIGURE,B15,2026-03-05,5th march (value chain v7 = 6th),"rendered output, not a source"
v2_power_budget.jpg,v2_power_budget,-,FIGURE,B15,2026-03-05,5th march (value chain v7 = 6th),"rendered output, not a source"
v2_probe_propellant_vs_missionDV.jpg,v2_probe_propellant_vs_missiondv,-,FIGURE,B15,2026-03-05,5th march (value chain v7 = 6th),"rendered output, not a source"
v2_propellant_balance_by_phase.jpg,v2_propellant_balance_by_phase,-,FIGURE,B15,2026-03-05,5th march (value chain v7 = 6th),"rendered output, not a source"
v2_skip_ballistic_hop.jpg,v2_skip_ballistic_hop,-,FIGURE,B15,2026-03-05,5th march (value chain v7 = 6th),"rendered output, not a source"
updated_W3_T2_1_JS_ValueChain_v1_0.docx,valuechain,v1.0+,AUTHORITATIVE,B06,2026-03-11,11th march / ecn-015-016-017 fab-haul-cata,family winner
W3_T2_1_JS_ValueChain_v1_1.docx,valuechain,v1.1,SUPERSEDED,B01,2026-04-12,april 12th folder,
W3_T2_1_JS_ValueChain_v1_0.docx,valuechain,v1.0,DUPLICATE,B02,2026-03-11,11th march batch 1,same file uploaded again
W3_T2_1_JS_ValueChain_v1_0.docx,valuechain,v1.0,DUPLICATE,B13,2026-03-08,8th march,same file uploaded again
W3_T2_1_JS_ValueChain_v1_0.docx,valuechain,v1.0,SUPERSEDED,B24,2026-03-15,march (day unknown),
W2_T1_6_ASC_SpaceRobotics_v1_0_2026-02-27.docx,w2_t1_6_asc_spacerobotics_v1_0_2026-02-27,-,TEAM_INPUT,B18,2026-02-28,28th feb,team contribution; carries weight via the final report
W2_T1_6_OO_CircularEconomy_v1_0_2026-02-27.docx,w2_t1_6_oo_circulareconomy_v1_0_2026-02-27,-,TEAM_INPUT,B18,2026-02-28,28th feb,team contribution; carries weight via the final report
W2_T1_6_RT_LifeSupport_v1_0_2026-03-01.docx,w2_t1_6_rt_lifesupport_v1_0_2026-03-01,-,TEAM_INPUT,B18,2026-02-28,28th feb,team contribution; carries weight via the final report
W2_T1_6_VL_AutonomousAISys_V1_0_2026_02_27.docx,w2_t1_6_vl_autonomousaisys_v1_0_2026_02_27,-,TEAM_INPUT,B18,2026-02-28,28th feb,team contribution; carries weight via the final report
W5_T4_6_VL_PowerSystemsBrief_v1_0_2026_03_22.docx,w5_t4_6_vl_powersystemsbrief_v1_0_2026_03_22,-,TEAM_INPUT,B09,2026-03-23,w5 folder,team contribution; carries weight via the final report
